ds_name,att_name,missing_values_pct,val_pct_min,val_pct_median,val_size_min,val_size_avg,val_pct_max,distinct_values_cnt,val_pct_std,distinct_values_pct,val_size_co_of_var,val_size_max,ds_name_2,att_name_2,match
worldcitiespop.csv,City,6.10E-06,1.876009198,10.31811429,0.04892919,0.048989002,1.377178341,10.31811429,0.525589029,1.796736908,0.985854886,0.010330375,plasma_retinol.csv,VITUSE,0
worldcitiespop.csv,City,6.10E-06,0.011949022,10.31556535,0,0.00015,0.011429382,10.31556535,0.002881083,0.558801611,0.977313787,0.01634807,top10s.csv,title,1
worldcitiespop.csv,City,6.10E-06,0.011949022,10.31790809,0,0.005062159,1.928432641,10.31790809,0.74854844,1.616454821,1.815894447,5.01E-05,top10s.csv,top_genre,1
worldcitiespop.csv,City,6.10E-06,0.072064024,10.31778525,0,3.19E-05,0.141903573,10.31778525,0.062644497,0.095806019,0.727181943,0.016247775,featuresdf.csv,artists,0
worldcitiespop.csv,City,6.10E-06,0.072064024,10.31768874,0,0.000165,0.035200223,10.31768874,6.03E-06,0.636198375,1.109080582,0.016398217,featuresdf.csv,id,0
worldcitiespop.csv,City,6.10E-06,0.001410794,10.307278,0,0.000337,0.024041702,10.307278,0.004755397,0.629051821,0.188863411,0.014693204,billboard_lyrics_1964-2015.csv,Artist,1
worldcitiespop.csv,City,6.10E-06,0.001410794,10.29802109,0,0.000112,0.003816884,10.29802109,0.000741,0.387194054,0.841555267,0.01614748,billboard_lyrics_1964-2015.csv,Song,1
worldcitiespop.csv,Region,1.374956054,0.000956,0.001162598,0.001208128,3.772687295,0.026668752,0.001162598,0.001087362,0.042683393,0.895787258,8.003282713,ipums_la_98-small.csv,ind1950,0
worldcitiespop.csv,Region,1.908633715,0.003844427,0.001680283,0.000604,3.676906369,0.367261676,0.001680283,0.365389932,0.003959704,0.993790236,7.961710475,ipums_la_98-small.csv,chborn,1
worldcitiespop.csv,Region,0.781309763,0.239732764,0.001724155,0.148599764,2.894280791,1.454965838,0.001724155,1.642774815,0.000678,1.538746853,7.846922955,ipums_la_98-small.csv,empstatg,0
worldcitiespop.csv,Region,0.056940487,3.138752295,0.001728542,1.967436707,2.050545727,1.765738456,0.001728542,0.479223927,0.00035,1.980610315,7.814126521,ipums_la_98-small.csv,ownershg,0
worldcitiespop.csv,Region,0.781309763,1.809112317,0.001728542,1.133224213,2.447324134,1.624132584,0.001728542,1.189128836,0.00035,1.808529423,7.829070462,ipums_la_98-small.csv,workedyr,0
worldcitiespop.csv,Region,0.138911996,0.298464146,0.001697832,0.185447672,3.412027904,0.645246357,0.001697832,0.531824713,0.002647037,1.627512543,7.932374215,ipums_la_98-small.csv,educrec,0
