file1,att1,sizeDistinct1,file2,att2,sizeDistinct2,joinSize,containment1,containment2,jaccard,size1,size2,label
worldcitiespop.csv,AccentCity,2375760,Minimum_Wage_Data.csv,State,55,42,1.77e-05,0.763636364,1.77e-05,3173958,2750,domain
worldcitiespop.csv,AccentCity,2375760,netflix_titles.csv,country,563,42,1.77e-05,0.074600355,1.77e-05,3173958,6236,domain
worldcitiespop.csv,AccentCity,2375760,movies.csv,country,57,42,1.77e-05,0.736842105,1.77e-05,3173958,6820,domain
worldcitiespop.csv,AccentCity,2375760,movie_metadata.csv,country,64,39,1.64e-05,0.609375,1.64e-05,3173958,4932,domain
worldcitiespop.csv,AccentCity,2375760,movies.csv,company,2179,35,1.47e-05,0.016062414,1.47e-05,3173958,6820,domain
worldcitiespop.csv,AccentCity,2375760,Netflix_Shows.csv,title,496,32,1.35e-05,0.064516129,1.35e-05,3173958,1000,domain
worldcitiespop.csv,AccentCity,2375760,ipums_la_98-small.csv,migplac5,50,29,1.22e-05,0.58,1.22e-05,3173958,7485,domain
worldcitiespop.csv,AccentCity,2375760,countries_and_continents.csv,ISO4217-currency_name,148,28,1.18e-05,0.189189189,1.18e-05,3173958,251,domain
worldcitiespop.csv,AccentCity,2375760,movie_metadata.csv,language,47,18,7.58e-06,0.382978723,7.58e-06,3173958,4932,domain
worldcitiespop.csv,AccentCity,2375760,movies.csv,writer,4199,16,6.73e-06,0.003810431,6.72e-06,3173958,6820,domain
worldcitiespop.csv,AccentCity,2375760,top10s.csv,artist,184,14,5.89e-06,0.076086957,5.89e-06,3173958,603,domain
worldcitiespop.csv,AccentCity,2375760,netflix_titles.csv,director,3302,12,5.05e-06,0.003634161,5.04e-06,3173958,6236,domain
worldcitiespop.csv,AccentCity,2375760,movies.csv,star,2504,12,5.05e-06,0.004792332,5.05e-06,3173958,6820,domain
worldcitiespop.csv,AccentCity,2375760,movie_metadata.csv,actor_1_name,2036,10,4.21e-06,0.004911591,4.21e-06,3173958,4932,domain
worldcitiespop.csv,AccentCity,2375760,featuresdf.csv,name,100,8,3.37e-06,0.08,3.37e-06,3173958,100,domain
worldcitiespop.csv,AccentCity,2375760,netflix_titles.csv,cast,5471,6,2.53e-06,0.001096692,2.52e-06,3173958,6236,domain
worldcitiespop.csv,AccentCity,2375760,movies.csv,genre,17,6,2.53e-06,0.352941176,2.53e-06,3173958,6820,domain
worldcitiespop.csv,AccentCity,2375760,featuresdf.csv,artists,78,5,2.1e-06,0.064102564,2.1e-06,3173958,100,domain
worldcitiespop.csv,AccentCity,2375760,top50.csv,ArtistName,38,5,2.1e-06,0.131578947,2.1e-06,3173958,50,domain
worldcitiespop.csv,AccentCity,2375760,movies.csv,director,2759,5,2.1e-06,0.001812251,2.1e-06,3173958,6820,domain
worldcitiespop.csv,AccentCity,2375760,movie_metadata.csv,director_name,2346,4,1.68e-06,0.00170503,1.68e-06,3173958,4932,domain
worldcitiespop.csv,AccentCity,2375760,ipums_la_98-small.csv,occ1950,182,4,1.68e-06,0.021978022,1.68e-06,3173958,7485,domain
worldcitiespop.csv,AccentCity,2375760,IMDB-Movie-Data.csv,Genre,207,3,1.26e-06,0.014492754,1.26e-06,3173958,1000,domain
worldcitiespop.csv,AccentCity,2375760,top50.csv,TrackName,50,3,1.26e-06,0.06,1.26e-06,3173958,50,domain
worldcitiespop.csv,AccentCity,2375760,ipums_la_98-small.csv,ind1950,132,3,1.26e-06,0.022727273,1.26e-06,3173958,7485,domain
worldcitiespop.csv,AccentCity,2375760,dataset_34_postoperative-patient-data.csv,decision,3,2,8.42e-07,0.666666667,8.42e-07,3173958,90,domain
worldcitiespop.csv,AccentCity,2375760,countries_and_continents.csv,DS,198,2,8.42e-07,0.01010101,8.42e-07,3173958,251,domain
worldcitiespop.csv,AccentCity,2375760,ipums_la_98-small.csv,tranwork,11,2,8.42e-07,0.181818182,8.42e-07,3173958,7485,domain
worldcitiespop.csv,AccentCity,2375760,iq_brain_size.csv,SEX,2,1,4.21e-07,0.5,4.21e-07,3173958,20,domain
worldcitiespop.csv,AccentCity,2375760,WA_Fn-UseC_-HR-Employee-Attrition.csv,Attrition,2,1,4.21e-07,0.5,4.21e-07,3173958,1470,domain
worldcitiespop.csv,AccentCity,2375760,WA_Fn-UseC_-HR-Employee-Attrition.csv,Department,3,1,4.21e-07,0.333333333,4.21e-07,3173958,1470,domain
worldcitiespop.csv,AccentCity,2375760,WA_Fn-UseC_-HR-Employee-Attrition.csv,Gender,2,1,4.21e-07,0.5,4.21e-07,3173958,1470,domain
worldcitiespop.csv,AccentCity,2375760,WA_Fn-UseC_-HR-Employee-Attrition.csv,MaritalStatus,3,1,4.21e-07,0.333333333,4.21e-07,3173958,1470,domain
worldcitiespop.csv,AccentCity,2375760,WA_Fn-UseC_-HR-Employee-Attrition.csv,Over18,1,1,4.21e-07,1,4.21e-07,3173958,1470,domain
worldcitiespop.csv,AccentCity,2375760,WA_Fn-UseC_-HR-Employee-Attrition.csv,OverTime,2,1,4.21e-07,0.5,4.21e-07,3173958,1470,domain
worldcitiespop.csv,AccentCity,2375760,countries_and_continents.csv,ITU,233,1,4.21e-07,0.004291845,4.21e-07,3173958,251,domain
worldcitiespop.csv,AccentCity,2375760,dataset_1_anneal.csv,steel,8,1,4.21e-07,0.125,4.21e-07,3173958,898,domain
worldcitiespop.csv,AccentCity,2375760,dataset_1_anneal.csv,condition,3,1,4.21e-07,0.333333333,4.21e-07,3173958,898,domain
worldcitiespop.csv,AccentCity,2375760,dataset_1_anneal.csv,bc,2,1,4.21e-07,0.5,4.21e-07,3173958,898,domain
worldcitiespop.csv,AccentCity,2375760,dataset_1_anneal.csv,bf,2,1,4.21e-07,0.5,4.21e-07,3173958,898,domain
worldcitiespop.csv,AccentCity,2375760,dataset_1_anneal.csv,bt,2,1,4.21e-07,0.5,4.21e-07,3173958,898,domain
worldcitiespop.csv,AccentCity,2375760,dataset_1_anneal.csv,bl,2,1,4.21e-07,0.5,4.21e-07,3173958,898,domain
worldcitiespop.csv,AccentCity,2375760,dataset_1_anneal.csv,cbond,2,1,4.21e-07,0.5,4.21e-07,3173958,898,domain
worldcitiespop.csv,AccentCity,2375760,dataset_1_anneal.csv,exptl,2,1,4.21e-07,0.5,4.21e-07,3173958,898,domain
worldcitiespop.csv,AccentCity,2375760,dataset_1_anneal.csv,ferro,2,1,4.21e-07,0.5,4.21e-07,3173958,898,domain
worldcitiespop.csv,AccentCity,2375760,dataset_1_anneal.csv,lustre,2,1,4.21e-07,0.5,4.21e-07,3173958,898,domain
worldcitiespop.csv,AccentCity,2375760,dataset_1_anneal.csv,oil,3,1,4.21e-07,0.333333333,4.21e-07,3173958,898,domain
worldcitiespop.csv,AccentCity,2375760,dataset_1_anneal.csv,class,5,1,4.21e-07,0.2,4.21e-07,3173958,898,domain
worldcitiespop.csv,AccentCity,2375760,plasma_retinol.csv,SEX,2,1,4.21e-07,0.5,4.21e-07,3173958,315,domain
worldcitiespop.csv,AccentCity,2375760,plasma_retinol.csv,SMOKSTAT,3,1,4.21e-07,0.333333333,4.21e-07,3173958,315,domain
worldcitiespop.csv,AccentCity,2375760,plasma_retinol.csv,VITUSE,3,1,4.21e-07,0.333333333,4.21e-07,3173958,315,domain
worldcitiespop.csv,AccentCity,2375760,ipums_la_98-small.csv,farm,2,1,4.21e-07,0.5,4.21e-07,3173958,7485,domain
worldcitiespop.csv,AccentCity,2375760,ipums_la_98-small.csv,relateg,13,1,4.21e-07,0.076923077,4.21e-07,3173958,7485,domain
worldcitiespop.csv,AccentCity,2375760,ipums_la_98-small.csv,sex,2,1,4.21e-07,0.5,4.21e-07,3173958,7485,domain
worldcitiespop.csv,AccentCity,2375760,ipums_la_98-small.csv,raceg,7,1,4.21e-07,0.142857143,4.21e-07,3173958,7485,domain
worldcitiespop.csv,AccentCity,2375760,ipums_la_98-small.csv,workedyr,3,1,4.21e-07,0.333333333,4.21e-07,3173958,7485,domain
worldcitiespop.csv,AccentCity,2375760,phpRiBb0c.csv,name,76,1,4.21e-07,0.013157895,4.21e-07,3173958,77,domain
worldcitiespop.csv,AccentCity,2375760,phpRiBb0c.csv,mfr,10,1,4.21e-07,0.1,4.21e-07,3173958,77,domain
worldcitiespop.csv,AccentCity,2375760,billboard_lyrics_1964-2015.csv,Song,4583,1,4.21e-07,0.000218198,4.2e-07,3173958,5100,domain
IMDB-Movie-Data.csv,Actors,996,movies.csv,director,2759,3,0.003012048,0.00108735,0.000798935,1000,6820,domain
IMDB-Movie-Data.csv,Actors,996,netflix_titles.csv,director,3302,2,0.002008032,0.000605694,0.000465333,1000,6236,domain
IMDB-Movie-Data.csv,Actors,996,movies.csv,writer,4199,2,0.002008032,0.000476304,0.000384986,1000,6820,domain
IMDB-Movie-Data.csv,Actors,996,movie_metadata.csv,director_name,2346,2,0.002008032,0.000852515,0.000598444,1000,4932,domain
wikipedia-iso-country-codes.csv,Alpha-2_code,246,song_data.csv,song_name,13070,2,0.008130081,0.000153022,0.000150195,246,18835,domain
wikipedia-iso-country-codes.csv,Alpha-2_code,246,Netflix_Shows.csv,rating,13,2,0.008130081,0.153846154,0.007722008,246,1000,domain
wikipedia-iso-country-codes.csv,Alpha-2_code,246,movies.csv,name,6731,1,0.004065041,0.000148566,0.000143328,246,6820,domain
wikipedia-iso-country-codes.csv,Alpha-2_code,246,movies.csv,rating,13,1,0.004065041,0.076923077,0.003861004,246,6820,domain
wikipedia-iso-country-codes.csv,Alpha-2_code,246,Netflix_Shows.csv,user_rating_score,43,1,0.004065041,0.023255814,0.003460208,246,1000,domain
